v_id,lon,lat,typ,voltage,frequency,name,operator,ref,wkt_srid_4326
7198,11.5987011869984,48.2907165723889,sub_station,,,,,15418,SRID=4326;POINT(11.5987011869984 48.2907165723889)
8033,9.20556798003176,52.4145012165713,substation,,,,,,SRID=4326;POINT(9.20556798003176 52.4145012165713)
8316,8.18346107683638,48.8054456126723,substation,,,,Stadtwerke Baden-Baden,Privatstation Buchholz II,SRID=4326;POINT(8.18346107683638 48.8054456126723)
8684,11.4045860338836,48.2070419721001,substation,,,,Isar-Amperwerke,18874,SRID=4326;POINT(11.4045860338836 48.2070419721001)
8738,6.48463224953611,53.6909435045114,substation,155000,,Riffgat,,,SRID=4326;POINT(6.48463224953611 53.6909435045114)
9029,12.7593591192193,48.1985915903112,sub_station,,,,,,SRID=4326;POINT(12.7593591192193 48.1985915903112)
9654,6.02503294993986,54.3549329994864,substation,150000,,BorWin Beta,,,SRID=4326;POINT(6.02503294993986 54.3549329994864)
9828,10.4083626482956,53.4112421020615,substation,,,,,,SRID=4326;POINT(10.4083626482956 53.4112421020615)
10089,8.70215999998569,51.7572512644348,substation,,,,,16122 Waldbad,SRID=4326;POINT(8.70215999998569 51.7572512644348)
10493,7.2409500282111,55.0626999694605,substation,320000;155000,50;0,SylWin Alpha,,,SRID=4326;POINT(7.2409500282111 55.0626999694605)
11779,8.67980461565661,51.8398006652564,sub_station,,,,,019061 Untere Bielefelder Landstraße,SRID=4326;POINT(8.67980461565661 51.8398006652564)
12587,7.73938331787679,54.4532832865379,substation,320000;155000,50;0,HelWin 2,,,SRID=4326;POINT(7.73938331787679 54.4532832865379)
14298,7.73991278490525,54.4520919114385,substation,320000;155000,50;0,HelWin 1,,,SRID=4326;POINT(7.73991278490525 54.4520919114385)
14300,7.73464596239445,54.519907485727,substation,,,,,,SRID=4326;POINT(7.73464596239445 54.519907485727)
14388,6.6292412473431,51.2370301654116,substation,,,,,,SRID=4326;POINT(6.6292412473431 51.2370301654116)
14742,10.7911832100528,53.8996770144897,substation,,,,,,SRID=4326;POINT(10.7911832100528 53.8996770144897)
14989,7.87986545526853,48.4660378929196,substation,20000,,,Gemeindewerke Schutterwald,Station Schutterstraße,SRID=4326;POINT(7.87986545526853 48.4660378929196)
15638,8.7026453597337,51.7489921877656,substation,,,,,016017 Sportplatz Merschweg,SRID=4326;POINT(8.7026453597337 51.7489921877656)
15936,9.99206277421466,53.7897737674627,substation,11000;400,,,Schleswig-Holstein Netz,,SRID=4326;POINT(9.99206277421466 53.7897737674627)
16292,8.73514205282516,50.1591909646631,substation,220000;110000,,Umspannwerk Frankfurt Nord,TenneT;Mainova,,SRID=4326;POINT(8.73514205282516 50.1591909646631)
16295,11.6393123776695,48.1788296658647,substation,380000;110000,50,Föhring,,,SRID=4326;POINT(11.6393123776695 48.1788296658647)
16300,8.80025987436821,49.8405201340222,substation,110000,50,,RWE,,SRID=4326;POINT(8.80025987436821 49.8405201340222)
16304,9.90880366628222,53.4880479150945,substation,380000;110000,50,Umspannwerk Hamburg/Süd,50Hertz Transmission;Stromnetz Hamburg GmbH,,SRID=4326;POINT(9.90880366628222 53.4880479150945)
16307,13.2810385109736,52.5265496420893,substation,380000,50,380 kV-Kabel Terminal Berlin,,,SRID=4326;POINT(13.2810385109736 52.5265496420893)
16315,13.4949156619542,52.5896917989264,substation,380000;110000,50,Umspannwerk Malchow,50Hertz;Stromnetz Berlin,MOW,SRID=4326;POINT(13.4949156619542 52.5896917989264)
16320,6.85158525150195,50.9841157515754,substation,220000;110000,50,Bocklemünd,,,SRID=4326;POINT(6.85158525150195 50.9841157515754)
16322,9.98468123390478,53.7412415213185,substation,380000;220000;110000,50,Umspannwerk Hamburg-Nord,50Hertz Transmission,,SRID=4326;POINT(9.98468123390478 53.7412415213185)
16323,6.93481719318329,51.0334821898355,substation,220000;110000,50,UW Fühlingen,RheinEnergie,,SRID=4326;POINT(6.93481719318329 51.0334821898355)
16324,6.96562913861033,51.0692894233333,substation,380000;220000;110000,,Station Opladen,RWE,,SRID=4326;POINT(6.96562913861033 51.0692894233333)
16326,6.97593071387966,51.0376050362798,substation,220000;110000,,Station Dhünnaue,,,SRID=4326;POINT(6.97593071387966 51.0376050362798)
16327,6.84265878207788,50.8635394606819,substation,380000;110000,,Station Knapsack,Amprion,,SRID=4326;POINT(6.84265878207788 50.8635394606819)
16329,7.19312875539028,50.7982667618259,substation,220000;110000,,Station Siegburg,RWE,,SRID=4326;POINT(7.19312875539028 50.7982667618259)
16330,7.03046449939298,50.7515728107656,substation,110000,,Station Alfter,Westnetz,,SRID=4326;POINT(7.03046449939298 50.7515728107656)
16335,7.09592430437598,50.8267913912258,substation,220000;110000,,Station Stockem,Westnetz,,SRID=4326;POINT(7.09592430437598 50.8267913912258)
16337,12.2487791388668,51.1978814621759,substation,220000;110000,50,Umspannwerk Großdalzig,50Hertz Transmission;enviaM,,SRID=4326;POINT(12.2487791388668 51.1978814621759)
16344,7.00616826157462,51.5997745902162,plant,,,Kraftwerk Scholven,,,SRID=4326;POINT(7.00616826157462 51.5997745902162)
16345,7.03761931936352,51.5985600348228,substation,220000;110000,,Station Bergmannsglück,RWE,,SRID=4326;POINT(7.03761931936352 51.5985600348228)
16347,9.21567500408976,48.8523056758177,substation,380000;110000,50,Umspannwerk Mühlhausen,EnBW AG,,SRID=4326;POINT(9.21567500408976 48.8523056758177)
16348,7.41683173571077,51.4569414720465,substation,380000;220000;110000,50,Station Kruckel,RWE;DSW 21; AVU,,SRID=4326;POINT(7.41683173571077 51.4569414720465)
16349,13.5061055863426,52.473788158542,substation,220000;110000,50,Umspannwerk Wuhlheide,50Hertz;Vattenfall Europe AG,,SRID=4326;POINT(13.5061055863426 52.473788158542)
16359,7.02345297112589,51.6256937960974,substation,380000;220000,50,Station Polsum,Amprion,,SRID=4326;POINT(7.02345297112589 51.6256937960974)
16365,7.12325086922637,51.5256174783935,substation,380000;110000,50,Station Hüllen,RWE,,SRID=4326;POINT(7.12325086922637 51.5256174783935)
16370,6.22182701174799,51.69464403515,substation,220000;110000,,Station Pfalzdorf,RWE,,SRID=4326;POINT(6.22182701174799 51.69464403515)
16377,12.8133594314528,50.8578739115641,substation,380000;220000;110000,50,Umspannwerk Röhrsdorf,50Hertz,ROE,SRID=4326;POINT(12.8133594314528 50.8578739115641)
16379,8.95905978721142,52.2785291495286,substation,220000;110000,50,Umspannwerk Meißen,EON_WestfalenWeser,,SRID=4326;POINT(8.95905978721142 52.2785291495286)
16380,6.8470411835018,51.2054462536945,substation,220000;110000,50,Station Eller,RWE;Stadtwerke Düsseldorf,,SRID=4326;POINT(6.8470411835018 51.2054462536945)
16388,8.98890994152648,48.8040900442966,substation,110000,,Netze BW Umspannwerk Leonberg,Netze BW,,SRID=4326;POINT(8.98890994152648 48.8040900442966)
16389,6.8280930973296,51.1625609934014,substation,220000;110000,50,Station Reisholz,,,SRID=4326;POINT(6.8280930973296 51.1625609934014)
16397,8.77239712245635,49.9746382994216,substation,380000;220000;110000,,Umspannwerk Urberach,RWE,,SRID=4326;POINT(8.77239712245635 49.9746382994216)
16403,6.61743916756048,51.4757023701239,substation,380000;220000;110000,50,Station Utfort,Amprion,,SRID=4326;POINT(6.61743916756048 51.4757023701239)
16406,9.09724031886,48.827763579759,substation,220000;110000,,Umspannwerk Weilimdorf,,,SRID=4326;POINT(9.09724031886 48.827763579759)
16424,10.1576904573558,53.555123880789,substation,380000;110000,50,Umspannwerk Hamburg/Ost,50Hertz Transmission;Stromnetz Hamburg GmbH,,SRID=4326;POINT(10.1576904573558 53.555123880789)
16431,8.43536481117455,50.0590049385188,substation,110000,,Umspannwerk Marxheim,Süwag,,SRID=4326;POINT(8.43536481117455 50.0590049385188)
16432,8.53722088932004,50.0780871976223,substation,220000;110000,50,,,,SRID=4326;POINT(8.53722088932004 50.0780871976223)
16438,9.5224837390032,52.3603763072318,substation,220000;110000,50,Hannover/West,TenneT;EON_Netz,,SRID=4326;POINT(9.5224837390032 52.3603763072318)
16442,10.1083807047508,52.322301755394,substation,,50,Sehnde-Peine,EON_Netz,,SRID=4326;POINT(10.1083807047508 52.322301755394)
16443,8.59070826316469,49.9708005547431,substation,,,,,,SRID=4326;POINT(8.59070826316469 49.9708005547431)
16444,9.89089130280986,52.3655014554176,substation,110000,50,Umspannwerk Anderten,Stadtwerke_Hannover_AG,,SRID=4326;POINT(9.89089130280986 52.3655014554176)
16446,8.12269355233284,53.5604852397308,substation,380000;220000,50,Umspannwerk Maade,TenneT,MAAD,SRID=4326;POINT(8.12269355233284 53.5604852397308)
16450,9.40954428358131,52.0343295468096,plant,,,Kernkraftwerk Grohnde,Gemeinschaftskernkraftwerk Grohnde GmbH & Co. oHG,KWG,SRID=4326;POINT(9.40954428358131 52.0343295468096)
16456,9.8215612468039,52.4248291558675,substation,220000;110000,50,Lahe,enercity Netzgesellschaft mbH,LAH,SRID=4326;POINT(9.8215612468039 52.4248291558675)
16464,9.91718974187077,52.2781719625896,substation,380000;110000,50,Algermissen,TenneT,,SRID=4326;POINT(9.91718974187077 52.2781719625896)
16465,11.4407777967774,48.1718045967307,substation,380000;110000,,Hauptumspannwerk Menzing,Stadtwerke München,MZ,SRID=4326;POINT(11.4407777967774 48.1718045967307)
16474,8.80962882745583,50.2034693827142,substation,380000;110000,,Umspannwerk Karben,TenneT,,SRID=4326;POINT(8.80962882745583 50.2034693827142)
16485,8.57123182656049,52.1053816676144,substation,380000;110000,50,Eickum,TenneT,,SRID=4326;POINT(8.57123182656049 52.1053816676144)
16487,11.2939431565494,48.0520072410856,substation,220000;110000,,Umspannwerk Oberbrunn,'TenneT TSO GmbH, E.ON Netz GmbH',OBR,SRID=4326;POINT(11.2939431565494 48.0520072410856)
16494,10.7610044532169,52.3676873421315,substation,380000,50,Umspannwerk Hattorf,EON_Netz,,SRID=4326;POINT(10.7610044532169 52.3676873421315)
16498,10.3662388404256,52.284697854328,substation,380000;220000,50,Wahle,TenneT,,SRID=4326;POINT(10.3662388404256 52.284697854328)
16499,8.6593496326923,51.9996166081899,substation,380000;220000;110000,50,Umspannwerk Bechterdissen,TenneT,,SRID=4326;POINT(8.6593496326923 51.9996166081899)
16503,6.16736429084078,50.8020351804261,substation,380000;110000,50,Station Verlautenheide,Amprion,,SRID=4326;POINT(6.16736429084078 50.8020351804261)
16509,10.2358928783581,52.2934714858974,substation,380000;110000,50,Klein Ilsede,,U4,SRID=4326;POINT(10.2358928783581 52.2934714858974)
16512,6.90667339939333,51.5652678489579,substation,380000;110000,50,Station Nordlicht,RWE; ELE,,SRID=4326;POINT(6.90667339939333 51.5652678489579)
16519,9.38975028285151,52.0263153482802,substation,380000;110000,50,UW Grohnde 380 kV / 110 kV,TenneT,,SRID=4326;POINT(9.38975028285151 52.0263153482802)
16520,7.52228469963162,51.5321934936105,substation,220000;110000,50,Station Wambel,Ampirion,,SRID=4326;POINT(7.52228469963162 51.5321934936105)
16521,7.44507427512288,51.6185051048958,substation,220000;110000,,Station Elmenhorst,Amprion,,SRID=4326;POINT(7.44507427512288 51.6185051048958)
16526,6.57732656216725,51.556382978496,substation,220000;110000,50,Station Ossenberg,Amprion,,SRID=4326;POINT(6.57732656216725 51.556382978496)
16527,6.61430628472018,51.6186756172163,substation,220000;110000,50,,,,SRID=4326;POINT(6.61430628472018 51.6186756172163)
16537,6.67468089359866,51.3249407796126,substation,220000;110000,,Station Gellep,RWE,,SRID=4326;POINT(6.67468089359866 51.3249407796126)
16538,6.70793591461366,51.3613273880512,substation,,50,,,,SRID=4326;POINT(6.70793591461366 51.3613273880512)
16539,6.65671836002595,51.3795300919305,substation,220000;110000,50,Uerdingen,,,SRID=4326;POINT(6.65671836002595 51.3795300919305)
16543,8.56364799685456,53.0316389910781,substation,380000;110000,50,Ganderkesee,TenneT;EON_Netz;EWE,GANK,SRID=4326;POINT(8.56364799685456 53.0316389910781)
16549,9.50180207384787,53.5429366492302,substation,380000;220000;110000,50,Dollern,,,SRID=4326;POINT(9.50180207384787 53.5429366492302)
16556,6.66023164698349,51.2956192077891,station,110000,,Station Lank,RWE,,SRID=4326;POINT(6.66023164698349 51.2956192077891)
16557,8.48007593057285,50.5909354571843,substation,380000;110000,,Umspannwerk Aßlar,E.ON Mitte AG,,SRID=4326;POINT(8.48007593057285 50.5909354571843)
16558,8.2849177840835,50.7591551291513,substation,380000;110000,50,Dillenburg,e.on;Mitte AG,,SRID=4326;POINT(8.2849177840835 50.7591551291513)
16567,8.9396926172441,52.4030332405173,substation,380000,50,Schaltanlage Ovenstädt,TenneT TSO GmbH,3018,SRID=4326;POINT(8.9396926172441 52.4030332405173)
16570,10.8675276593379,48.5394889202419,substation,380000,,Station Meitingen,Net,,SRID=4326;POINT(10.8675276593379 48.5394889202419)
16573,7.50588449940944,51.4016290427383,substation,220000;110000,,Umspannwerk Garenfeld,markE,,SRID=4326;POINT(7.50588449940944 51.4016290427383)
16576,8.38848178671716,49.98234381014,substation,380000;110000,,Umspannstation Bischofsheim,RWE; Kraftwerke Mainz-Wiesbaden,,SRID=4326;POINT(8.38848178671716 49.98234381014)
16577,8.40373382997779,49.9644145854879,substation,220000;110000,,Umspannwerk Hof Schönau,,,SRID=4326;POINT(8.40373382997779 49.9644145854879)
16588,10.8430900151894,49.3785786730941,substation,380000;220000;110000,50,Umspannwerk Raitersaich,TenneT TSO GmbH;E.ON Netz GmbH,RAI,SRID=4326;POINT(10.8430900151894 49.3785786730941)
16590,10.1602434314727,49.9891799383289,substation,380000;220000;110000,50,Umspannwerk Bergrheinfeld,TenneT TSO GmbH,BRF,SRID=4326;POINT(10.1602434314727 49.9891799383289)
16600,10.8360541430868,49.9280625400359,substation,380000,,Umspannwerk Oberhaid,TenneT TSO GmbH,OD,SRID=4326;POINT(10.8360541430868 49.9280625400359)
16601,10.6643544367682,49.9799579406016,substation,380000;110000,,Umspannwerk Eltmann,Bayernwerk AG,ELT,SRID=4326;POINT(10.6643544367682 49.9799579406016)
16602,11.7922769960326,48.8380990046628,substation,220000;110000,,Umspannwerk Sittling,TenneT TSO GmbH;E.ON Netz GmbH,SIT,SRID=4326;POINT(11.7922769960326 48.8380990046628)
16606,9.59430204180617,49.798366876694,substation,220000;110000,50,Umspannwerk Trennfeld,TenneT TSO GmbH;E.ON Netz GmbH,TRE,SRID=4326;POINT(9.59430204180617 49.798366876694)
16618,6.70247486113495,51.0089107062355,substation,380000;220000,50,Umspannwerk Rommerskirchen,RWE,,SRID=4326;POINT(6.70247486113495 51.0089107062355)
16628,7.500070388354,51.5351685897414,substation,220000,50,Ratsbusch,,,SRID=4326;POINT(7.500070388354 51.5351685897414)
16632,6.92677866419511,51.4992058618537,substation,380000;220000,50,Station Büscherhof,RWE,,SRID=4326;POINT(6.92677866419511 51.4992058618537)
16637,13.1033128822071,48.6668160944141,substation,380000;220000;110000,50,Umspannwerk Pleinting,'TenneT TSO GmbH, E.ON Netz GmbH',PT,SRID=4326;POINT(13.1033128822071 48.6668160944141)
16644,7.10471846117122,51.4817903450582,substation,110000,50,Station Leithe,,,SRID=4326;POINT(7.10471846117122 51.4817903450582)
16648,7.14063453190141,51.5572476198047,substation,110000,,Station Wanne,RWE,,SRID=4326;POINT(7.14063453190141 51.5572476198047)
16649,7.07533546984809,51.5190967101799,substation,110000,50,Station Gelsenkirchen,RWE,,SRID=4326;POINT(7.07533546984809 51.5190967101799)
16653,6.80889986136317,51.2686077003536,substation,380000,50,Station Rath,,,SRID=4326;POINT(6.80889986136317 51.2686077003536)
16655,7.03697898727348,51.5407302699613,substation,110000,50,Station Gelsenberg,RWE; ELE,,SRID=4326;POINT(7.03697898727348 51.5407302699613)
16660,6.93194057885279,51.5650443435446,substation,110000,,Station Ellinghorst,RWE,,SRID=4326;POINT(6.93194057885279 51.5650443435446)
16675,9.77658329728219,53.6906257595232,substation,220000;110000,50,Kummerfeld,TenneT,,SRID=4326;POINT(9.77658329728219 53.6906257595232)
16681,6.3009026536884,50.8288858958718,substation,380000;110000,50,Umspannwerk Weisweiler,,,SRID=4326;POINT(6.3009026536884 50.8288858958718)
16683,6.94758204563946,51.4987851025567,station,110000,,Station Borbeck,RWE,,SRID=4326;POINT(6.94758204563946 51.4987851025567)
16685,10.194941267592,47.9709578480861,substation,220000;110000,50,Umspannwerk Memmingen,LEW,,SRID=4326;POINT(10.194941267592 47.9709578480861)
16687,7.54572444940342,51.9703293255746,substation,380000;110000,50,Station Roxel,RWE,,SRID=4326;POINT(7.54572444940342 51.9703293255746)
16688,12.2621829370027,51.7410675763649,substation,380000;110000,50,Umspannwerk Marke,50Hertz,,SRID=4326;POINT(12.2621829370027 51.7410675763649)
16708,11.0049169401521,50.5074149865379,substation,380000,50,Pumpspeicherwerk Goldisthal,,,SRID=4326;POINT(11.0049169401521 50.5074149865379)
16710,6.85737462758855,51.679255553763,substation,110000,,Station Schermbeck,RWE,,SRID=4326;POINT(6.85737462758855 51.679255553763)
16720,8.70215269346001,51.73632415843,substation,380000;110000,,Umspannwerk Elsen,TenneT,,SRID=4326;POINT(8.70215269346001 51.73632415843)
16725,6.21618621231909,50.9123735385134,substation,380000;110000,50,Siersdorf,,,SRID=4326;POINT(6.21618621231909 50.9123735385134)
16731,11.8681658771207,48.2067732159805,substation,380000;220000,50,Umspannwerk Ottenhofen,TenneT TSO GmbH,OH,SRID=4326;POINT(11.8681658771207 48.2067732159805)
16735,9.40081813227587,48.66697263304,substation,380000;220000;110000,,EnBW Umspannwerk Wendlingen,,,SRID=4326;POINT(9.40081813227587 48.66697263304)
16737,6.94816134193247,51.4445499663625,substation,380000;110000,,Station Rosenblumendelle,RWE,,SRID=4326;POINT(6.94816134193247 51.4445499663625)
16739,10.9036230410759,49.9172943214491,substation,110000,,Umspannwerk Bamberg-Nord,Stadtwerke Bamberg;EON Netz,,SRID=4326;POINT(10.9036230410759 49.9172943214491)
16745,8.36422517775705,51.9270354615835,substation,380000;220000;110000;10000,50,Umspannwerk Blankenhagen,Amprion,,SRID=4326;POINT(8.36422517775705 51.9270354615835)
16746,9.56282337514604,48.7014898474714,substation,380000;110000,50,EnBW Umspannwerk Bünzwangen,EnBW,BZW,SRID=4326;POINT(9.56282337514604 48.7014898474714)
16750,9.88747437008353,52.4944890164256,substation,110000,50,Burgwedel,EON_Netz,BWED,SRID=4326;POINT(9.88747437008353 52.4944890164256)
16751,8.0857180444308,53.605822394523,substation,220000;110000,50,Umspannwerk Voslapp,TenneT;EON_Netz,VOSL,SRID=4326;POINT(8.0857180444308 53.605822394523)
16755,11.6388595511177,52.2687327580152,substation,380000;220000,,Umspannwerk Wolmirstedt,50Hertz Transmission GmbH,,SRID=4326;POINT(11.6388595511177 52.2687327580152)
16759,11.0056026595869,52.1958094769989,substation,110000,,Umspannwerk Helmstedt,E.ON Netz GmbH,,SRID=4326;POINT(11.0056026595869 52.1958094769989)
16772,6.45659087615362,50.8712553400326,substation,380000;110000,50,Station Oberzier,Net,,SRID=4326;POINT(6.45659087615362 50.8712553400326)
16773,6.48813239794586,50.8810659308902,substation,380000,50,Station Hambach,RWE,,SRID=4326;POINT(6.48813239794586 50.8810659308902)
16775,8.62872601939789,51.9936052097019,substation,220000;110000,50,Umspannwerk Bielefeld Ost,Stadtwerke Bielefeld GmbH,,SRID=4326;POINT(8.62872601939789 51.9936052097019)
16793,7.13690146433433,50.642891051359,substation,380000;110000,50,Station Ließem,Amprion,,SRID=4326;POINT(7.13690146433433 50.642891051359)
16794,8.78574565001367,48.5837419032029,substation,380000;110000,50,Netze BW Umspannwerk Oberjettingen,Netze BW,OBJTT,SRID=4326;POINT(8.78574565001367 48.5837419032029)
16799,6.59601482855703,50.9525301303139,substation,380000;110000,50,Station Paffendorf,Amprion,,SRID=4326;POINT(6.59601482855703 50.9525301303139)
16812,9.39174691513401,48.7190550495896,substation,110000;15000,16.7,Unterwerk Plochingen,DB_Energie,,SRID=4326;POINT(9.39174691513401 48.7190550495896)
16815,6.95920503241756,51.1649318918557,station,,,Station Kalstert,RWE,,SRID=4326;POINT(6.95920503241756 51.1649318918557)
16816,10.1563058473307,54.2755448083692,substation,220000;110000,50,Kiel-Süd,EON_Netz;TenneT,,SRID=4326;POINT(10.1563058473307 54.2755448083692)
16830,10.6412606125323,48.0274331829332,substation,220000;110000,50,Umspannstation Irsingen,,,SRID=4326;POINT(10.6412606125323 48.0274331829332)
16832,10.4626490040705,52.2816072662011,substation,,50,Braunschweig-West,,,SRID=4326;POINT(10.4626490040705 52.2816072662011)
16867,10.0604131000084,54.3488018281792,substation,220000;110000,50,Umspannwerk Kiel West,TenneT,,SRID=4326;POINT(10.0604131000084 54.3488018281792)
16877,9.12526389159016,52.538263425925,substation,380000;220000,50,Landesbergen,TenneT TSO GmbH,,SRID=4326;POINT(9.12526389159016 52.538263425925)
16894,7.02355536868255,50.9990243522156,substation,220000,50,Station Dünnwald,,,SRID=4326;POINT(7.02355536868255 50.9990243522156)
16897,6.7097495177313,51.0909359112192,substation,220000;110000,,Station Gohrpunkt,Amprion,,SRID=4326;POINT(6.7097495177313 51.0909359112192)
16931,10.3692309019464,52.1670931348055,substation,220000;110000,50,Salzgitter-Hallendorf,TenneT;EON_Netz,,SRID=4326;POINT(10.3692309019464 52.1670931348055)
16943,10.3789634622624,53.2198904605721,substation,380000;110000,50,Lüneburg,EON_Netz,LUEN,SRID=4326;POINT(10.3789634622624 53.2198904605721)
16953,8.93225454431522,52.193314359583,substation,220000;110000,50,UW Veltheim,Westfalen Weser Netz GmbH,,SRID=4326;POINT(8.93225454431522 52.193314359583)
16970,7.26402307428385,51.5735978310467,substation,220000;110000,50,Station Pöppinghausen,Amprion,,SRID=4326;POINT(7.26402307428385 51.5735978310467)
16977,9.3448032994495,53.921859212674,substation,380000,50,Umspannwerk Wilster,TenneT,,SRID=4326;POINT(9.3448032994495 53.921859212674)
16982,10.4437138265662,49.6551649942231,substation,110000,50,Umspannanlage Markt Bibart,N-ERGIE,,SRID=4326;POINT(10.4437138265662 49.6551649942231)
16990,10.9729120099369,49.5585470794242,substation,380000;110000,50,Kriegenbrunn,EON_Netz,KRI,SRID=4326;POINT(10.9729120099369 49.5585470794242)
17002,10.9522691253546,49.5810516922085,substation,110000,50,Umspannwerk Kastenweiher,E.ON Netz GmbH,,SRID=4326;POINT(10.9522691253546 49.5810516922085)
17003,13.1570839842208,51.8284536600726,substation,380000,50,Umspannwerk Schönewalde,50Hertz,,SRID=4326;POINT(13.1570839842208 51.8284536600726)
17014,9.14525358467691,52.8532865681471,substation,220000;110000,50,Wechold,TenneT TSO GmbH;Avacon AG,,SRID=4326;POINT(9.14525358467691 52.8532865681471)
17015,9.14530448606996,52.204966168119,sub_station,110000,50,Westendorf,EON_Westfalen_Weser,,SRID=4326;POINT(9.14530448606996 52.204966168119)
17036,12.0823056032927,49.2975905104617,substation,380000;220000;110000,50,Schwandorf,'TenneT TSO GmbH, E.ON Netz GmbH',SD,SRID=4326;POINT(12.0823056032927 49.2975905104617)
17053,13.4684802837162,52.6325794498834,substation,110000,50,Umspannwerk Buch,Stromnetz Berlin,,SRID=4326;POINT(13.4684802837162 52.6325794498834)
17063,7.06084293064924,51.6967174918859,substation,380000;220000;110000,50,Station Kusenhorst,RWE,,SRID=4326;POINT(7.06084293064924 51.6967174918859)
17069,12.1147631443315,49.6312498646072,substation,380000;110000,,Umspannwerk Etzenricht,Tennet;EON_Netz,ETZ,SRID=4326;POINT(12.1147631443315 49.6312498646072)
17089,9.74619344509391,50.9168530378197,substation,380000;110000,50,Mecklar,EON_Netz,,SRID=4326;POINT(9.74619344509391 50.9168530378197)
17105,9.52950910971751,53.6191122646635,substation,220000;110000,50,Stade,,,SRID=4326;POINT(9.52950910971751 53.6191122646635)
17118,13.0786800019857,54.2848502590294,substation,220000;110000,,Umspannwerk Lüdershagen,50Hertz Transmission GmbH;E.ON edis AG,Lhg,SRID=4326;POINT(13.0786800019857 54.2848502590294)
17126,12.1501593304121,49.0128096824973,substation,220000,,Umspannwerk Regensburg,'TenneT TSO GmbH, E.ON Netz GmbH',RE,SRID=4326;POINT(12.1501593304121 49.0128096824973)
17129,8.06008873096018,53.6202451493659,substation,220000;155000,50,Inhausen,TenneT,INHA,SRID=4326;POINT(8.06008873096018 53.6202451493659)
17143,7.03495438361529,52.2028584486161,substation,380000;220000;110000,,Station Gronau,RWE,,SRID=4326;POINT(7.03495438361529 52.2028584486161)
17148,7.72582113944719,52.2772383372556,substation,220000;110000,50,Station Ibbenbüren,Amprion,,SRID=4326;POINT(7.72582113944719 52.2772383372556)
17162,11.8939194997183,51.4055028745159,substation,380000;110000,50,Umspannwerk Lauchstädt,50Hertz;enviaM,,SRID=4326;POINT(11.8939194997183 51.4055028745159)
17164,13.6829073545728,54.1391578234308,substation,380000;220000,,Umspannwerk Lubmin,50Hertz,,SRID=4326;POINT(13.6829073545728 54.1391578234308)
17181,13.9570102405634,53.2521695217096,substation,380000;220000,,Bertikow,50Hertz Transmission GmbH,,SRID=4326;POINT(13.9570102405634 53.2521695217096)
17182,11.3705936118853,53.6009899422631,substation,380000;110000,50,Görries,50Hertz;EON_edis,Gös,SRID=4326;POINT(11.3705936118853 53.6009899422631)
17197,12.1538688740242,49.806927605181,substation,110000,50,Umspannwerk Windischeschenbach,E.ON Netz GmbH,,SRID=4326;POINT(12.1538688740242 49.806927605181)
