l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,name,operator,ref,length_m,r_ohmkm,x_ohmkm,c_nfkm,i_th_max_a,from_relation,wkt_srid_4326
175935,50006,17299,110000;110000;110000;110000,6;3;3;3,1;1;1;1,,,EnBW,,16238.763909387,,,,,'','SRID=4326;LINESTRING(9.754504105813 47.6476537183115,9.64538839456135 47.7445633788602)'
176050,70086,17981,110000;220000;110000;220000,6;9;3,1;2;1,,,RWE,2377,93.4812268054971,,,,,'','SRID=4326;LINESTRING(6.71804683704105 51.5287926406891,6.71774909622404 51.5228052141472)'
176099,48803,70053,380000;220000;220000;380000;380000,12;6;3;3,4;1;4;4,,,RWE,4569,353.934475382984,,,,,'','SRID=4326;LINESTRING(6.67950854519116 51.6515834911858,6.68085432500932 51.6463728896799)'
176110,16494,69385,380000;380000;380000;380000;380000,3;6;3;3;3,4,50;50;50;50;50,Helmstedt 380 kV;Leitung 3024;Helmstedt 380 kV;Helmstedt 380 kV;Helmstedt 380 kV,TenneT,3024,25894.3796087167,,,,,'','SRID=4326;LINESTRING(10.7610044532169 52.3676873421315,10.999313042243 52.2001376458634)'
176255,49702,16746,380000;110000;380000;110000;380000,6;12;6,1;3;1;3,50;50;50,'BZW-REI 110 kV, BZW-KIN 110 kV;AL1-BZW 380 kV, BZW-WDL/MEZ 380 kV, BZW-REI 110 kV, BZW-KIN 110 kV;AL1-BZW 380 kV, BZW-WDL/MEZ 380 kV',EnBW,,6102.75458952424,,,,,'','SRID=4326;LINESTRING(9.48399702942042 48.690807998776,9.56282337514604 48.7014898474714)'
176337,50979,36108,380000;220000;110000;380000;220000;110000,18;6;6;6,,50;50,,TenneT,,2465.71720198829,,,,,'','SRID=4326;LINESTRING(9.35017410322985 51.6345861816834,9.38777959558349 51.6407781176194)'
176387,71770,49788,110000;220000;110000;110000,6;12;6,1;4;2;1,,110kV Bergwerk+Uffeln Süd,RWE,4223,1004.16246362954,,,,,'','SRID=4326;LINESTRING(7.73570128087584 52.2823769562012,7.72945010679111 52.2805176626744)'
176562,49454,17532,110000;220000;110000,3;6,2;2,50;50,110-kV-Diepholz West,RWE AG,2431,392.576128661815,,,,,'','SRID=4326;LINESTRING(8.30678000240974 52.3505210115668,8.30806409574489 52.3456216561175)'
176634,49141,70379,110000;110000;110000,3;6;3,2;2;2,50,110kV Leithe Ost;110kV Leithe Ost+West;110kV Leithe West,RWE,4170,241.675710321428,,,,,'','SRID=4326;LINESTRING(7.12132775986342 51.4463394826491,7.1254963136699 51.4486792888033)'
176648,52020,23977,110000;380000;380000;110000,6;3;9,1;4;4;1,,Grafenrheinfeld - Kupferzell;Grafenrheinfeld - Kupferzell,EnBW,348,23933.5273996935,,,,,'','SRID=4326;LINESTRING(9.87635221977167 49.3987046754008,9.69459403695515 49.2324915048506)'
176652,51873,70291,220000;220000;220000,3;6;3,2;2;1;2,50,220kV Südleitung;220kV Nordleitung+Südleitung;220kV Nordleitung,markE,,1591.3999583581,,,,,'','SRID=4326;LINESTRING(7.68254259793718 51.2741513123137,7.70645620360392 51.2757581522586)'
176729,72804,16521,220000;110000;220000,6;6,1;1,50;50,220kV Cappenberg Süd+Elmenhorst Süd,RWE,2601,3738.53631275897,,,,,'','SRID=4326;LINESTRING(7.41473959186489 51.6437502178563,7.44507427512288 51.6185051048958)'
176740,49553,49507,110000;380000;220000;110000;380000;220000,3;18;15,1;2;1;2;1,50;50,Oberbachern - Ottenhofen;Oberbachern - Neufinsing;Oberbachern - Ottenhofen;Oberbachern - Neufinsing,E.ON Netz GmbH,1645,16138.4233575552,,,,,'','SRID=4326;LINESTRING(11.5651679757575 48.2984498645738,11.3747928684966 48.2935220768734)'
176813,16772,16773,380000;380000;380000;380000;380000;380000;380000;380000;380000,3;3;10;3;3;3;3;3;3,4,50;50;50;50;50;50;50;50;50,380 kV Hambach 1a|2b|3c,RWE,4152,4180.1406999355,,,,,'','SRID=4326;LINESTRING(6.45659087615362 50.8712553400326,6.48813239794586 50.8810659308902)'
176816,17063,49781,380000;380000;380000;380000,3;6;3,4;4;4,,Hamaland+Münsterland;380kV,RWE,,488.025895900089,,,,,'','SRID=4326;LINESTRING(7.06084293064924 51.6967174918859,7.05034019116645 51.6950829142288)'
176853,22202,51750,220000;380000;110000;380000;380000;380000;380000;220000;110000;220000,3;3;3;3;3;3;12;3,4;4;2;1;2,50;50,,Amprion,4132,505.443820140512,,,,,'','SRID=4326;LINESTRING(7.88965790453282 52.2773874379844,7.89782277779808 52.281514215288)'
176940,49701,16970,110000;110000;110000,6;3;3,1;1;1,50;50;50,110kV Hillerheide Ost+West;110kV Hillerheide West,RWE,4304,975.127498539158,,,,,'','SRID=4326;LINESTRING(7.2589125609693 51.5834202088422,7.26402307428385 51.5735978310467)'
176953,49246,48881,380000;220000;110000;380000;220000;110000,12;12,4;2;1;4;2;1,,,,,11483.1989236822,,,,,'','SRID=4326;LINESTRING(8.62656470270187 51.9061874834157,8.66044672976759 51.9959151786273)'
176956,49824,70064,380000;110000;110000;380000;110000;0;380000,6;3;3;12;3,2;1;1;2;1;2,,Etzenricht - Mechlenreuth - Redwitz;Etzenricht - Mechlenreuth - Redwitz;RED-NEUS;KRON-RED,TenneT TSO GmbH,437,5332.63082464271,,,,,'','SRID=4326;LINESTRING(11.2710245174407 50.1647774676218,11.1934193301713 50.16237920085)'
177123,70813,51053,110000;110000;110000,3;6;3,1;1;1,50;50;50,,EON_Netz,,550.727917361424,,,,,'','SRID=4326;LINESTRING(8.65581372087903 50.6048234758044,8.64750110820815 50.607532710775)'
177150,50274,70171,380000;380000;380000;380000;380000,6;3;3;3;3,4;3;4;4;3,50;50;50;50;50,,50Hertz,SF1,198.829382209185,,,,,'','SRID=4326;LINESTRING(11.1251983024237 50.9943101168681,11.1223692255988 50.998875126353)'
177159,16897,50884,380000;220000;220000;380000;220000;110000;110000,9;3;18;6,4;2;2;4;2;1;1,50;50;50;50,380 kV Knechtsteden West; St. Peter Süd; 220 kV Frixheim Nord;220 kV Frixheim Süd;380 kV Knechtsteden West; St. Peter Süd; 220 kV Frixheim Nord|Süd; 110 kV Gohr Ost|West;110 kV Gohr Ost|West,RWE,4570,2710.37350445562,,,,,'','SRID=4326;LINESTRING(6.7097495177313 51.0909359112192,6.72085359597429 51.0655209844171)'
177167,25178,70517,380000;380000;380000;380000;380000,3;3;3;6;3,,50;50;50;50;50,'MP;MN;MP;MN, MP;MN',50Hertz,MP,2831.42335979947,,,,,'','SRID=4326;LINESTRING(14.5080388725827 51.4136770241212,14.5698098048063 51.4198486977198)'
177299,16775,48876,220000;380000;220000;380000;0;220000,3;3;9;6;6,2;4;2;4;2,50;50;50,,,,616.982689198128,,,,,'','SRID=4326;LINESTRING(8.62872601939789 51.9936052097019,8.63365016450537 51.9998936777847)'
177419,49844,17197,380000;220000;110000;110000;380000;220000;110000,12;3;9,2;1;1;2;1,,Etzenricht - Mechlenreuth - Redwitz;Mechlenreuth - Schwandorf;Latsch - Tirschenreuth - Wiesau;Windischeschenbach - Tirschenreuth - Mitterteich;Windischeschenbach - Mitterteich;Etzenricht - Mechlenreuth;Mechlenreuth - Schwandorf;Latsch - Wiesau,TenneT TSO GmbH;E.ON Netz GmbH,437;248;117;118,9870.8773426209,,,,,'','SRID=4326;LINESTRING(12.2155413244324 49.8715941785271,12.1538688740242 49.806927605181)'
177443,25055,25122,380000;380000;380000;380000;380000,3;6;3;3;3,4;4;4,50;50;50;50;50,'561 Streumen;561, 562 Ragow-Streumen;561 Ragow;562 Streumen;562 Ragow',50Hertz,561,88518.4872011066,,,,,'','SRID=4326;LINESTRING(13.902474934826 51.8747240353723,13.3823862155837 51.3561064690367)'
177456,53072,16558,380000;380000;380000,3;6;3,,,,,,91.5358252981643,,,,,'','SRID=4326;LINESTRING(8.28731988824138 50.7578393006068,8.2849177840835 50.7591551291513)'
177496,16953,16379,110000;220000;110000;220000;220000;110000,3;3;3;6;3;6,2,50;50;50;50;50;50,Meißen;Meißen;Meißen;A08 - A09;Meißen;Meißen,EON_WestfalenWeser,,11004.8573595868,,,,,'','SRID=4326;LINESTRING(8.93225454431522 52.193314359583,8.95905978721142 52.2785291495286)'
177567,24465,54586,110000;110000;110000,3;3;6,1;1;1,50;50;50,110 kV Rosengarten Ost;110 kV Rosengarten West;110 kV Rosengarten Ost|West,RWE,0240,252.337272128799,,,,,'','SRID=4326;LINESTRING(8.41755872154693 49.63881894682,8.41998192159029 49.6416710147809)'
177631,70267,16349,220000;220000;220000;220000;110000;220000;220000,6;6;3;3;3;6,2;2;1;2;2,50;50;50;50;50;50;50,'291; 302;291; 302;302;291;291, 302;291, 302',50Hertz,302,6265.88139987923,,,,,'','SRID=4326;LINESTRING(13.5064057279835 52.4312238188079,13.5061055863426 52.473788158542)'
177649,50284,48597,380000;380000;380000,3;3;3,3,50;50;50,Pulgar,50Hertz Transmission,590,346.651136544915,,,,,'','SRID=4326;LINESTRING(12.3378696777419 51.1970946826172,12.3375971288847 51.1949017064984)'
178001,70241,16389,220000,6,2,50,220 kV Eller West; Frixheim Süd,RWE,2397,5433.60726895476,,,,,'','SRID=4326;LINESTRING(6.80133715005736 51.123842007134,6.8280930973296 51.1625609934014)'
177886,6955,16295,380000;380000;380000,3;3;6,4;4;4,,OH-FO;OH-FO;OH-FO,Stadtwerke München,429,10587.1807977289,,,,,'','SRID=4326;LINESTRING(11.7753029649971 48.2070604112558,11.6393123776695 48.1788296658647)'
177917,17304,16573,220000;220000;220000,3;6;3,1;1;1,50;50;50,220kV Herdecke Süd;220kV Herdecke Süd+Maschine 5;220kV Maschine 5,RWE,,3506.5251034843,,,,,'','SRID=4326;LINESTRING(7.46182246024654 51.4088696564137,7.50588449940944 51.4016290427383)'
177926,18475,17395,220000;110000;220000;220000;220000,6;6;6;3,4;2;4;2,50;50;50;50;50,Kuppenheim,,5110,15213.8563404016,,,,,'','SRID=4326;LINESTRING(8.29900236498853 48.9743373438792,8.24884887175382 48.8462728819425)'
177945,17053,17164,380000;380000;380000,3;3;6,3;3;3,,518;517,50Hertz Transmission GmbH,518,192283.091136463,,,,,'','SRID=4326;LINESTRING(13.4684802837162 52.6325794498834,13.6829073545728 54.1391578234308)'
177954,17391,70026,380000;220000;380000;220000,3;3;6,4;4;4,50;50;50,380 kV Ville Ost;220 kV Godorf West;380 kV Ville Ost; 220 kV Godorf West,RWE,4511,11354.4977375927,,,,,'','SRID=4326;LINESTRING(6.91098386534091 50.8830875890803,6.97272318317932 50.7957293598528)'
177956,16388,19780,110000;380000;380000;110000,6;6;12,,,'2x 110 kV;2x 380 kV;2x 380 kV, 2x 110 kV',EnBW,318,7385.8109295047,,,,,'','SRID=4326;LINESTRING(8.98890994152648 48.8040900442966,8.95181563691085 48.7424807713638)'
177970,23292,70936,110000,6,1,,,E.ON Netz GmbH,1601;1602,2157.0094273635,,,,,'','SRID=4326;LINESTRING(11.8075402336937 48.4553719835162,11.7832109992443 48.4468185963521)'
178176,50085,50190,220000;110000,12,1,50,,EON_Netz,205;102,8788.58349723767,,,,,'','SRID=4326;LINESTRING(9.51489997350941 54.3777029993115,9.64149002435837 54.3520620014702)'
178194,70376,16377,380000;380000;380000;380000;380000;380000;380000,3;3;3;6;3;3,3;3;3;3;3;3,,Schmölln - Dresden Süd - Röhrsdorf;591 Dresden-Süd;594 Freiberg-Nord;Schmölln - Dresden Süd - Röhrsdorf;591 Dresden-Süd;594 Freiberg-Nord,50Hertz Transmission,591;594,37313.314983287,,,,,'','SRID=4326;LINESTRING(13.2560629416601 50.9301717008095,12.8133594314528 50.8578739115641)'
178227,54317,54318,380000;110000,9,,,,,,2692.43922075531,,,,,'','SRID=4326;LINESTRING(9.13915615989751 49.3186293752102,9.16768386854376 49.3338439001546)'
178271,17036,72904,110000;110000;220000;220000;110000;110000,3;3;3;6;3,2;2;2;1,50;50;50,Lauterhofen - Schwandorf;Ludersheim - Schwandorf;Ludersheim - Schwandorf;Lauterhofen - Schwandorf,E.ON Netz GmbH,160,36588.7863020286,,,,,'','SRID=4326;LINESTRING(12.0823056032927 49.2975905104617,11.674237749145 49.4015331398856)'
178279,62173,62206,380000;110000,6;6,4;1,,'467, 468;Law - Atf 1, Law - Atf 2',50Hertz;Thüringer_Energienetze,,10364.0794354249,,,,,'','SRID=4326;LINESTRING(10.9880897880815 50.6660733618584,10.9872718720153 50.5772233893206)'
178304,73072,23292,220000;380000;220000;380000;220000;220000,3;6;6;3,2;2;2;2,,Zolling - Irsching;Irsching - Ottenhofen;Zolling - Irsching;Irsching - Ottenhofen;Neufinsing - Zolling;Neufinsing - Zolling,TenneT TSO GmbH,262,35322.7960754172,,,,,'','SRID=4326;LINESTRING(11.6252231073412 48.736998663875,11.8075402336937 48.4553719835162)'
178384,52422,49614,380000;220000,6,4,,Vöhringen Ost; Füssen West,RWE,,10020.3141845077,,,,,'','SRID=4326;LINESTRING(10.2101229703853 47.9369584625071,10.1469944926145 47.9911960724943)'
178452,16330,50907,380000;380000,3;6,4;4,50;50,380 kV Liessem Ost;Mittelrhein;380 kV Liessem Ost;Mittelrhein,Amprion,4511,20527.8346691625,,,,,'','SRID=4326;LINESTRING(7.03046449939298 50.7515728107656,7.07416845323536 50.5936908899782)'
178466,17036,73802,220000;380000;380000;220000;380000;220000,3;3;6;6,1;2;2;2;1,50,Mechlenreuth - Schwandorf;Schwandorf - Etzenricht;Schwandorf - Etzenricht;Mechlenreuth - Schwandorf;Schwandorf - Etzenricht;Mechlenreuth - Schwandorf,TenneT TSO GmbH,248,36406.3998286616,,,,,'','SRID=4326;LINESTRING(12.0823056032927 49.2975905104617,12.1302284040519 49.5858307967529)'
178529,51308,74186,220000,6,2,50,Otterbach - Beeden,,,6017.69273745703,,,,,'','SRID=4326;LINESTRING(7.72188880738161 49.4870111177475,7.64248581215378 49.4766025599437)'
178554,45046,49366,220000;110000,6,,,,LEW,,12888.6355495498,,,,,'','SRID=4326;LINESTRING(10.6123957294136 48.0313556441031,10.4593976463855 48.0387581868483)'
70220,48375,48474,220000;220000,3;6,2;2,50;50,3101;3101,EON_Netz,,3622.42790890392,,,,,'','SRID=4326;LINESTRING(9.5392428804046 53.562404675713,9.50637020039211 53.5427945657796)'
136582,16830,49367,110000,6,,,,,,551.098732869089,,,,,'','SRID=4326;LINESTRING(10.6412606125323 48.0274331829332,10.634381648389 48.0262078181523)'
70376,16830,52754,110000;110000,6;3,,,,,,693.738767335392,,,,,'','SRID=4326;LINESTRING(10.6412606125323 48.0274331829332,10.6306120479623 48.0284497181394)'
70659,70041,16444,220000;110000;110000,6;3,2;2,50;50,,Stadtwerke_Hannover_AG,,15082.2302457367,,,,,'','SRID=4326;LINESTRING(10.0906198164644 52.314337337281,9.89089130280986 52.3655014554176)'
70876,73230,50119,220000;220000,6;6,2;2,50;50,220 kV Rheinau Ost|West;220 kV Rheinau Ost|West,RWE,4504,37292.8038274184,,,,,'','SRID=4326;LINESTRING(8.57021633374189 49.4988483440831,8.58892089055237 49.8114475771879)'
70883,50866,52012,380000;380000;0,6;12,3;3;1,,'LFBSS-TRSNG 380 kV, ENGST-KUHMO-VILLI 380 kV;LFBSS-TRSNG 380 kV, ENGST-KUHMO-VILLI 380 kV',EnBW,345,19219.8728272135,,,,,'','SRID=4326;LINESTRING(8.62544558152092 48.0557058981124,8.53055554991256 47.9148481845625)'
70906,51027,70216,220000;220000,3;3,2;2,,,Amprion,,110.547526953462,,,,,'','SRID=4326;LINESTRING(7.60418120823051 51.897144089017,7.60712391433278 51.8986079568914)'
70971,72699,70203,220000;220000,3;3,,50;50,Anlage 350;Anlage 350,EnBW,,331.307065247597,,,,,'','SRID=4326;LINESTRING(9.20190055900841 49.0453784892136,9.20403331216041 49.0424158811086)'
71220,70218,70240,380000;380000,6;3,4;4,50;50,380-kV Gronau-West;Gronau-West,Amprion,,74.8547825160831,,,,,'','SRID=4326;LINESTRING(7.32071021014467 52.4713640731429,7.30534459801476 52.4800010371722)'
71628,48802,53208,220000;110000;220000;110000,9;9,2;1;2;1,,,RWE,2317,596.381886643988,,,,,'','SRID=4326;LINESTRING(6.6849759615049 51.640564073356,6.68624968274625 51.6352534663495)'
71754,16450,16519,110000;110000,6,1,50;50,Leitung 1081;Leitung 1081,EON_Westfalen_Weser,1081,1105.03604727413,,,,,'','SRID=4326;LINESTRING(9.40954428358131 52.0343295468096,9.38975028285151 52.0263153482802)'
71764,17063,51042,220000;220000;220000,3;3;6,2;2;2,,220kV Hochlarmark Ost;Hochlarmark Ost,RWE,2648,1171.95789600467,,,,,'','SRID=4326;LINESTRING(7.06084293064924 51.6967174918859,7.06315816212402 51.6843808979384)'
71772,29887,50218,380000;380000,3;3,,50;50,380-kV-Emsland Ost;Emsland Ost/West,TenneT,305,443.605569971596,,,,,'','SRID=4326;LINESTRING(7.27718354588316 52.7532334680545,7.27574483343702 52.7477279670077)'
71938,23193,16348,110000;110000;110000,6;6;6,1;1;1,50;50;50,110kV Koepchenwerk Ost+West;110kV Koepchenwerk Ost+West;110kV Koepchenwerk Ost+West,RWE,2308,5182.215893473,,,,,'','SRID=4326;LINESTRING(7.45130176031297 51.4130023629132,7.41683173571077 51.4569414720465)'
72026,16970,73494,220000;220000;220000,6;6;6,2;2;2,50;50;50,220kV Pöppinghausen Ost+West;220kV Pöppinghausen Ost+West;220kV Pöppinghausen Ost+West,RWE,2610,10515.4660186539,,,,,'','SRID=4326;LINESTRING(7.26402307428385 51.5735978310467,7.28513437244427 51.4891420156066)'
72280,67472,60824,380000;220000;380000;220000,6;6,4;4,,,,4375,3022.64236276008,,,,,'','SRID=4326;LINESTRING(8.50026588566803 51.9228328928681,8.52547440917099 51.9443032723095)'
72373,51514,17182,110000;110000;110000;110000,3;6;6;6,1,50;50;50;50,Görris 110 kV,EON_edis,,813.247048163442,,,,,'','SRID=4326;LINESTRING(11.3583115678104 53.5984354769964,11.3705936118853 53.6009899422631)'
154136,52542,50247,220000,6,,50,,,,360.276980122494,,,,,'','SRID=4326;LINESTRING(8.27075163063567 49.0295685006887,8.26605182473221 49.0285584179412)'
73089,70125,58738,220000;380000;220000,3;6,4;4,,526;525; 526,,,74.9650004565272,,,,,'','SRID=4326;LINESTRING(13.3041226100962 52.2308385756434,13.307201366479 52.2273143822645)'
73457,69371,49336,220000;220000,3;6,2;2,50;50,526;(521;) 526,50Hertz Transmission,526,416.8904089944,,,,,'','SRID=4326;LINESTRING(12.9417262052397 52.5621020993505,12.947868245972 52.5618886090733)'
74038,8738,17872,155000;155000;155000;220000;155000,3;3,,50;50;50,Seekabel Riffgat;Anbindung Riffgat,TenneT,,82009.9593935591,,,,,'','SRID=4326;LINESTRING(6.48463224953611 53.6909435045114,7.22423569173307 53.3499511334573)'
74314,69786,48469,220000;220000,3;6,2;2,50;50,,TenneT,203,2346.93114809843,,,,,'','SRID=4326;LINESTRING(9.98835991763386 53.7661314142909,9.98045887636357 53.7450907669697)'
74425,16549,48474,220000;380000;380000,3;3;3,2,50,3101,EON_Netz,,94.307564488209,,,,,'','SRID=4326;LINESTRING(9.50180207384787 53.5429366492302,9.50637020039211 53.5427945657796)'
74705,54736,54738,380000;0;380000,6;3,4;4,50;50,,Tennet,,1192.23452158489,,,,,'','SRID=4326;LINESTRING(8.47783091060479 50.5942537947547,8.46507528272793 50.6008152931588)'
74733,72906,70141,380000;110000,3;3,4;1,,,LEW,,103.307828917845,,,,,'','SRID=4326;LINESTRING(10.4042117609171 48.5113316218525,10.401460934356 48.5140683594272)'
76493,50522,49632,220000,6,2,50,220 kV Dünnwald Ost|West,RWE,2380,688.092076840879,,,,,'','SRID=4326;LINESTRING(6.96529865951248 51.0657195854389,6.96998669748571 51.0604117112713)'
77047,48610,48611,380000,6,4,50,380 kV Ried Ost|West,RWE,4591,345.185011076569,,,,,'','SRID=4326;LINESTRING(8.58343020787278 49.8152344109272,8.58323275817333 49.8183468147501)'
78653,48862,54736,380000,6,4,50,,EON,,299.864569780846,,,,,'','SRID=4326;LINESTRING(8.48113159045323 50.5925468683535,8.47783091060479 50.5942537947547)'
79390,48819,48820,380000,3,4,,380kV Essen West,RWE,4139,365.530659517155,,,,,'','SRID=4326;LINESTRING(6.92701587570138 51.5640134850371,6.93224290284509 51.5635095004257)'
79463,48950,70066,220000,6,2,50,Ingolstadt - Sittling,TenneT TSO GmbH,227;228,19721.7037549682,,,,,'','SRID=4326;LINESTRING(11.7373124929794 48.8510073022295,11.5043412855789 48.7621630124833)'
80649,54661,16450,380000,3,4,50,Leitung 3019,TenneT,,698.772480693379,,,,,'','SRID=4326;LINESTRING(9.41368131072443 52.0274828920508,9.40954428358131 52.0343295468096)'
81043,52020,51586,380000,3,4,,Grafenrheinfeld - Kupferzell,Energieversorgung Schwaben AG,348,3751.16163624132,,,,,'','SRID=4326;LINESTRING(9.87635221977167 49.3987046754008,9.87971937495114 49.4302719059258)'
81388,54984,20806,110000,6,1,50,,,0250,840.096155974726,,,,,'','SRID=4326;LINESTRING(7.24167685510749 51.2272408956771,7.25209608128888 51.2217947474057)'
82649,51632,51633,380000,3,4,50,,Amprion,4310,436.801089198556,,,,,'','SRID=4326;LINESTRING(7.41693017203317 52.4732005021868,7.41294892852549 52.4701048131528)'
84135,54876,54877,380000,6,3,50,3026 Mecklar - Vieselbach/Eisenach,TenneT,3026,367.292438578389,,,,,'','SRID=4326;LINESTRING(9.7865917480987 50.9508474112246,9.79181176838319 50.9511680076618)'
87717,48809,68151,220000;110000,12,2;1,,,RWE,2444,308.160506463903,,,,,'','SRID=4326;LINESTRING(6.67761175246875 51.653915895664,6.67639920649824 51.6565924757544)'
87996,51814,51598,380000;110000,12,4;2;1,50,,TenneT,3002,16745.9362280753,,,,,'','SRID=4326;LINESTRING(9.20874199742514 50.9100977711971,9.25550936909475 51.0547858904819)'
88358,51416,50726,380000;110000,15,4;2;1,50,,RWE,4327,2537.53781051563,,,,,'','SRID=4326;LINESTRING(7.37178982900617 51.5306055701446,7.39113918089999 51.5129049908639)'
88480,51513,51514,380000;110000,12,4;1,50,Krümmel - Görries,50Hertz,419;420,43927.3561893191,,,,,'','SRID=4326;LINESTRING(10.8250650574555 53.5131313829849,11.3583115678104 53.5984354769964)'
88761,49865,51003,380000,12,4;1,50,,RWE,4308,5845.40388186206,,,,,'','SRID=4326;LINESTRING(8.00951822224716 51.36458918172,8.02982966981028 51.4113683835071)'
88793,17242,49913,110000,6,1,,,Lechwerke,,236.54015723619,,,,,'','SRID=4326;LINESTRING(10.8409361641256 48.237924962967,10.8402932083203 48.2335591159478)'
89007,49482,49481,220000,6,1,50,220 kV Merheim Ost|West,RWE,2380,252.10355796463,,,,,'','SRID=4326;LINESTRING(7.03985748062147 50.9482208706478,7.04002268080222 50.9504959127482)'
89084,70050,52648,220000,3,,,,,,121.771095489335,,,,,'','SRID=4326;LINESTRING(6.5757168461101 51.0547446015417,6.5833926725461 51.0540473088838)'
89224,51425,48975,220000,6,1,50,220kV Utfort West+Uerdingen West,RWE,2339,166.628851086512,,,,,'','SRID=4326;LINESTRING(6.5835532913189 51.4379647004422,6.58449050365482 51.4393552658584)'
90142,50603,50338,220000,6,2,50,220kV Bohmte Ost+West,RWE,2312,12231.6091276415,,,,,'','SRID=4326;LINESTRING(8.11013995452585 52.2621248731303,8.27759203202966 52.282402866531)'
90391,22513,52956,380000,6,4,,380kV Mengede Nord+Süd,RWE,,120.39883489678,,,,,'','SRID=4326;LINESTRING(7.40354444822177 51.6444495178789,7.402020384105 51.641982802339)'
90693,53702,54581,220000,6,2,50,220 kV Rheinau West,RWE,2327,376.821941389784,,,,,'','SRID=4326;LINESTRING(8.42315216605947 49.6398211735743,8.41949737032603 49.6377579874862)'
90763,52210,52201,380000;110000,12,4,50,,RWE,4104,3249.08342045045,,,,,'','SRID=4326;LINESTRING(7.68098554805522 50.7552326702946,7.72442115816755 50.7587573945618)'
91058,49973,49974,380000;220000,9,4;2,,Günzburg Nord;Günzburg Süd;Iller Ltg.,RWE,4549,4465.28591340566,,,,,'','SRID=4326;LINESTRING(10.0649831580769 48.2728727902087,10.05467606817 48.3111892078001)'
92514,51957,51956,110000,6,1,,110kV Lintorf West+Schwarzbach Süd,RWE,,142.754571437814,,,,,'','SRID=4326;LINESTRING(6.72384974694142 51.3526411117311,6.72388972197156 51.3539351998563)'
95907,50566,50567,380000,6,4,50,,Amprion,4121,431.238769295625,,,,,'','SRID=4326;LINESTRING(7.26764032277522 52.6577591625558,7.2700770029834 52.6541665746089)'
96868,51834,49092,380000;220000;110000,9,4;2,,,RWE,4566,457.888904212691,,,,,'','SRID=4326;LINESTRING(6.98540358439177 51.5204730865673,6.99148068728884 51.5188434002909)'
97485,49909,49907,220000,3,2,50,,TenneT,212,487.932046374106,,,,,'','SRID=4326;LINESTRING(9.24382839579228 53.8979165119693,9.23672909993341 53.8966013135049)'
97757,50113,50112,380000;110000,6,4,50,Dümmersee Süd;Leitung 3017,Amprion,4126,12224.9871609879,,,,,'','SRID=4326;LINESTRING(8.40448697108604 52.497794000734,8.54555957111404 52.5634805950997)'
99141,49075,49076,220000;110000,12,2;1,,,RWE,2412,4725.89980529079,,,,,'','SRID=4326;LINESTRING(6.88362042028225 51.4586218829388,6.89868768287973 51.49502918955)'
100068,50245,50246,380000;220000,12,,50,,,,2231.69353112149,,,,,'','SRID=4326;LINESTRING(8.27359749345576 49.0479650983143,8.26372464915717 49.0301894772969)'
101419,54158,54157,220000,3,2,50,220 kV Neurath 1a,RWE,,111.813276563244,,,,,'','SRID=4326;LINESTRING(6.62041790479095 51.0544382842797,6.62089311357625 51.0534671075089)'
102255,50503,50502,220000,6,4;1,50,,RWE,4197,197.940038408694,,,,,'','SRID=4326;LINESTRING(7.43692110070291 50.4053557118286,7.43969006773468 50.4050806613684)'
102511,49574,49575,380000,6,4,50,,TenneT,3002,3370.39479277444,,,,,'','SRID=4326;LINESTRING(8.96100227275092 50.8246928157325,8.92238468683344 50.8120128691904)'
102597,50915,18556,380000,6,4,,Untermain Süd; Karlstein Süd,RWE,4186; Untermain Süd(weis); Karlstein Süd(gelb),676.822775184588,,,,,'','SRID=4326;LINESTRING(8.97930697380084 50.0615349603856,8.98953407910688 50.0602319205529)'
103102,48593,16337,110000,6,1,50,,MITNETZ,,5403.98290116722,,,,,'','SRID=4326;LINESTRING(12.3245817082277 51.1938942963277,12.2487791388668 51.1978814621759)'
103265,50329,70171,380000,6,4,50,'471,472',50Hertz,,72746.9368428314,,,,,'','SRID=4326;LINESTRING(11.8632454261981 51.3711997867524,11.1223692255988 50.998875126353)'
103596,45582,50502,220000,6,4,50,,RWE,4502,562.97596250318,,,,,'','SRID=4326;LINESTRING(7.44924656624752 50.4025219205625,7.43969006773468 50.4050806613684)'
104258,50392,55030,380000,6,4,50,,,,324.103761301439,,,,,'','SRID=4326;LINESTRING(8.42749956287697 49.7049502925717,8.42596586919239 49.7021990112647)'
104383,51635,51726,110000,6,1,50,'110kV Rühle Ost,110kV Hanekenfähr-Holthausen',RWE AG,,617.729367524787,,,,,'','SRID=4326;LINESTRING(7.32084277598261 52.4776050758406,7.31396545383045 52.4757946129496)'
104955,23781,48920,380000;110000,12,,,Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;Haßfurt - Heidenfeld - Schwebheim;Brünnstadt - Knetzgau,TenneT TSO GmbH;E.ON Netz GmbH,422;423;121;152,23335.5376448534,,,,,'','SRID=4326;LINESTRING(10.5557181603438 49.9778251704739,10.2385577033997 49.973013063045)'
105160,49711,49712,220000;110000,12,2;1,50,RWE 2613 Pöppinghausen - Wanne,RWE,2613,1058.63969855647,,,,,'','SRID=4326;LINESTRING(7.20909154615439 51.5596054827105,7.19469406743275 51.5574298053047)'
