l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,name,operator,ref,length_m,r_ohmkm,x_ohmkm,c_nfkm,i_th_max_a,from_relation,wkt_srid_4326
138818,51802,25080,220000;0,6,2,,220kV Welper Ost+ANK,RWE,2641,1614.28424322784,,,,,'','SRID=4326;LINESTRING(7.17920271018964 51.4218244823956,7.19597956526293 51.4115752304649)'
139250,50288,49210,380000;220000,6,4;2,,,,,731.210101098238,,,,,'','SRID=4326;LINESTRING(9.1420737981088 49.1358794929282,9.14901085822735 49.1406397687914)'
139409,17532,49454,380000,3,4,50,,Amprion,,378.29642775693,,,,,'','SRID=4326;LINESTRING(8.30806409574489 52.3456216561175,8.30678000240974 52.3505210115668)'
140216,53318,51029,220000;110000;0,12,,,,RWE,,2026.96766854731,,,,,'','SRID=4326;LINESTRING(7.59685652506685 51.9180160074047,7.6097291135937 51.9016197874555)'
140368,53398,53399,220000,6,2,50,220 kV Niederaußem 1a|2b,RWE,4548,31.2033782431416,,,,,'','SRID=4326;LINESTRING(6.69982205887943 51.0031125767597,6.7002845115877 51.0031159685008)'
140542,54308,54312,220000;110000,6,,50,,RWE,,5130.45650788042,,,,,'','SRID=4326;LINESTRING(9.02828545871078 49.373940772108,8.98561880648165 49.4074160818255)'
140730,51968,51967,110000,6,2,50,110kV Prov.Hattingen - Steinenhaus,RWE,2652,160.729074753296,,,,,'','SRID=4326;LINESTRING(7.16882294657622 51.3793047770536,7.1671749871875 51.3803324617719)'
140744,48610,55031,380000,9,4;2,50,380 kV Ried Ost|West,RWE,4591,20368.4749589297,,,,,'','SRID=4326;LINESTRING(8.58343020787278 49.8152344109272,8.43110809537328 49.7059067789088)'
140810,51495,19287,380000,6,4,,'380kV Bliestal Süd, 380kV Bürstadt Ltg.',Amprion,,130.419387771859,,,,,'','SRID=4326;LINESTRING(6.99145095305294 49.3772300821724,6.99666887845368 49.3756396651444)'
140929,17014,50065,220000,6,2,50,Leitung 2023,TenneT,2023,680.962443147595,,,,,'','SRID=4326;LINESTRING(9.14525358467691 52.8532865681471,9.13794801567189 52.8470269944345)'
142197,51636,70240,380000,6,4,50,380-kV Niedersachsen Süd;380-kV Bramgau,RWE,4583,71.151218040786,,,,,'','SRID=4326;LINESTRING(7.31314789709038 52.4762526935278,7.30534459801476 52.4800010371722)'
142293,48790,48789,380000;110000,12,4;1,,,RWE,4575,624.108866173456,,,,,'','SRID=4326;LINESTRING(6.67952579284462 51.6372136140338,6.68037416179894 51.6426226067691)'
142563,51965,52310,220000,6,4,,Saarwellingen - Fraulautern (neu 9/2011),,4205,198.208637904235,,,,,'','SRID=4326;LINESTRING(6.79704025420964 49.3354460798766,6.79429931461473 49.3355444802269)'
143222,69906,51032,110000,6,1,,,RWE,1659,1930.74381706697,,,,,'','SRID=4326;LINESTRING(7.01011674843301 52.1773830265123,7.01587039641033 52.1955271681998)'
143251,67208,67209,220000,3,1,50,,MITNETZ,,5.79502877654368,,,,,'','SRID=4326;LINESTRING(12.325116924474 51.195035406947,12.325158246977 51.1950931654208)'
143253,53106,48799,220000;110000,12,4;2,,,RWE,4182,4027.05520453542,,,,,'','SRID=4326;LINESTRING(6.77057615543406 51.5310203942939,6.75701905066072 51.5655101049177)'
143254,48798,48799,220000;110000,12,4;2,,,RWE,4182,358.424868126568,,,,,'','SRID=4326;LINESTRING(6.75730723020386 51.568737768986,6.75701905066072 51.5655101049177)'
143318,70213,50445,220000;110000,,2;1,,OBR-KR-SSI;Kochel - Murnau,TenneT TSO GmbH;E.ON Netz GmbH,250;251;117,3679.45733697684,,,,,'','SRID=4326;LINESTRING(11.3387344287389 47.629560506238,11.3045349114734 47.6546272744112)'
143349,54008,54007,220000,3,2,,383,50Hertz Transmission GmbH,383,224.709579300922,,,,,'','SRID=4326;LINESTRING(11.6407218607067 50.5343212873567,11.6378574027602 50.5334303734403)'
143605,48606,48607,380000;220000;110000,12,4;2;1,50,,RWE,4540,3985.07138134838,,,,,'','SRID=4326;LINESTRING(6.58395313145186 51.4395795845707,6.61109267348956 51.4709956023626)'
144578,49997,49998,110000,3,,,NETEN-RTWST 110 kV,EnBW,,259.426859290021,,,,,'','SRID=4326;LINESTRING(9.23936125354741 48.5436944599634,9.23922875204301 48.5413512945415)'
145486,57114,48632,380000;110000,12,4;2,50,,RWE,4503,2005.70684486201,,,,,'','SRID=4326;LINESTRING(8.50205416190413 50.058965176349,8.47440671240478 50.0566147068929)'
145691,48827,48828,380000,6,4,,Meerbusch West+ANK,RWE,4578,300.095940479769,,,,,'','SRID=4326;LINESTRING(6.72535190975952 51.3600975917548,6.72391550362021 51.3626524976836)'
145811,17063,51041,220000,6,3,,220kV Polsum Süd+Scholven D,RWE,,1096.97990566355,,,,,'','SRID=4326;LINESTRING(7.06084293064924 51.6967174918859,7.06262644930735 51.6844079656584)'
146500,53975,24677,220000,3,,,,,,8475.30145116782,,,,,'','SRID=4326;LINESTRING(11.4713303205045 50.5977206630367,11.4339383467067 50.6527716836668)'
146557,50484,17974,220000,12,,,,,,864.407756042914,,,,,'','SRID=4326;LINESTRING(6.70952961316574 51.48521939438,6.72247759675524 51.4798054953717)'
146789,52483,54562,380000,9,,50,,,,930.853422153045,,,,,'','SRID=4326;LINESTRING(7.49135119157758 50.3507650750805,7.50083955693457 50.345039700151)'
147495,54737,50125,380000;110000,12,4;1,50,,EON,,7531.39202074292,,,,,'','SRID=4326;LINESTRING(8.46452551377405 50.6005067116817,8.36280936398473 50.6107392822919)'
147960,49844,49843,380000;220000;110000,12,2;1,,Etzenricht - Mechlenreuth - Redwitz;Mechlenreuth - Schwandorf;Latsch - Tirschenreuth - Wiesau;Windischeschenbach - Tirschenreuth - Mitterteich,TenneT TSO GmbH;E.ON Netz GmbH,437;248;117;118,1674.24549318511,,,,,'','SRID=4326;LINESTRING(12.2155413244324 49.8715941785271,12.2188914116214 49.8865017748905)'
148340,52330,51049,380000;110000,12,4;1,,Krümmel - Görries,50Hertz Transmission,304;168,5318.9094659497,,,,,'','SRID=4326;LINESTRING(10.5070565959746 53.5146528937225,10.5483269069261 53.5505636159711)'
149054,59760,51081,220000,12,,50,,,,298.403741201059,,,,,'','SRID=4326;LINESTRING(9.24109949362219 48.9220829065323,9.23701278790014 48.9221859084158)'
149667,54331,54334,380000;110000;20000,12,4;1,,HUEFF-WIESL-NEURO;LEIMN-WIESL-BAIER,,,753.93062900622,,,,,'','SRID=4326;LINESTRING(8.71891205289853 49.3051572910686,8.70945189464147 49.3079588687383)'
149735,54549,54550,110000,6,1,50,110 kV Kreuznach Ost|West,RWE,,242.292344434694,,,,,'','SRID=4326;LINESTRING(7.81719898104836 49.8899005875659,7.81809639801719 49.8920114639902)'
151129,54565,54599,220000;110000,,,50,220 kV Windesheim,RWE,2327,8030.42915050701,,,,,'','SRID=4326;LINESTRING(7.89862488351527 49.8603024871273,7.99642455832889 49.8255587050956)'
151231,49862,49454,380000;220000;110000,12,4;2,50,,Amprion;RWE,2431,4099.96820073556,,,,,'','SRID=4326;LINESTRING(8.29938794559978 52.3848939857067,8.30678000240974 52.3505210115668)'
152709,53106,53105,220000,3,2,,220kV Sterkrade Nord,RWE,2356,232.290436559436,,,,,'','SRID=4326;LINESTRING(6.77057615543406 51.5310203942939,6.7739201340792 51.5307843982085)'
153497,50927,50930,220000;110000,9,2,,,RWE,4316,348.634477760549,,,,,'','SRID=4326;LINESTRING(7.96854830792668 51.6671607112416,7.97137270101148 51.6697692079712)'
153594,54444,66827,380000,6,,,,TenneT,,231.542446884472,,,,,'','SRID=4326;LINESTRING(9.24764048653197 53.8981142089684,9.24465322888616 53.8969921668424)'
155774,70214,70434,110000,3,,,,,,368.709474669686,,,,,'','SRID=4326;LINESTRING(8.95872398704777 50.082621680098,8.94961855223382 50.0888975099738)'
157143,16567,70093,380000;380000,3;3,4,50;50,Leitung 3016;Leitung 3016,TenneT,3016,5037.8867899657,,,,,'','SRID=4326;LINESTRING(8.9396926172441 52.4030332405173,8.99643966831448 52.3814719462823)'
157149,19459,48401,220000;220000,12;12,2;2,50;50,220 kV Frixheim Süd; Niederaußem 4d|5e; Stommeln Nord;220 kV Frixheim Süd; Niederaußem 4d|5e; Stommeln Nord,RWE,4560,2703.7885910495,,,,,'','SRID=4326;LINESTRING(6.90263529026016 51.0146925232403,6.93024585813696 51.0327015042403)'
157257,52221,4318,220000;110000;220000;110000;220000;110000,6;6;6,2;1;2;1,50;50;50,220 kV Kondelwald;220 kV Kondelwald; 110 kV Pünderich;220 kV Kondelwald; 110 kV Pünderich,Amprion,2409,8210.55419492395,,,,,'','SRID=4326;LINESTRING(6.90988922531506 49.9736417664838,6.99532296142208 50.0106438937162)'
157279,51355,70510,380000;110000;380000;380000,12;6;9,2;2;2,50;50,,RWE,4554,157.859680098838,,,,,'','SRID=4326;LINESTRING(8.03912992794677 47.5611522747714,8.03923345137135 47.5592429987495)'
157385,49343,49342,380000;220000;110000;380000;110000,12;12,4;2;1;4;1,50,,Tennet,3016,339.793650837479,,,,,'','SRID=4326;LINESTRING(8.66425468825698 51.8577994107495,8.6625354026347 51.8606735846137)'
157411,51209,59011,380000;110000;380000;110000,12;12,4;1;4;1,50;50,380 kV Siegtal Nord|Süd; 110 kV Ittenbach Nord|Süd;380 kV Siegtal Nord|Süd; 110 kV Ittenbach Nord|Süd,RWE,4104,4520.69203204893,,,,,'','SRID=4326;LINESTRING(7.29985552583126 50.7582865866844,7.24024512020766 50.7728319928662)'
157538,49650,49649,220000;220000,6;6,2;1,50;50,220 kV Merheim Ost|West;220 kV Merheim Ost|West,RWE,2380,86.3416144122559,,,,,'','SRID=4326;LINESTRING(7.05556075044011 50.927246291513,7.05489923106488 50.9279135700905)'
157713,18389,70139,380000;380000;380000,3,,50;50;50,380-kV-Transversale Berlin;380-kV-Transversale Berlin;Berlin/Mitte,50Hertz Transmission,919;920,853.023635331674,,,,,'','SRID=4326;LINESTRING(13.4431581832594 52.5176969948547,13.4564244632672 52.5214459998228)'
157925,51988,51279,380000;110000;380000;110000,12;12,4;2;4,50;50,380 kV Weisweiler Süd;380 kV Weisweiler Süd,RWE,,3196.76447967441,,,,,'','SRID=4326;LINESTRING(6.42656577839132 50.8322851738202,6.38219358476377 50.8344582041113)'
157939,2546,2545,110000;110000;110000,,,50;50;50,,Vattenfall Europe AG,,214.627813719407,,,,,'','SRID=4326;LINESTRING(13.2127413583972 52.5735584649325,13.2116341848095 52.5757701932049)'
158018,48778,20224,380000;220000;110000;380000;220000,9;6,4;2;1;4;2,50;50,,RWE,4316,9474.27969228101,,,,,'','SRID=4326;LINESTRING(7.42857332626218 51.4573758688246,7.54305899985672 51.4532264020969)'
158062,58025,54601,380000;380000,6;6,4;4,50;50,380 kV Soonwald Ost|West,RWE,4512,10605.7298373129,,,,,'','SRID=4326;LINESTRING(7.81856981017192 49.9218401003273,7.89836796534401 49.8599817793479)'
158253,21923,59249,220000;110000;220000,6;6,1;1,50;50,220 kV Saar Nord; 110 kV Konz;220 kV Saar Nord,Amprion,2326,13464.5759782924,,,,,'','SRID=4326;LINESTRING(6.60787400666425 49.4928659018471,6.53552010358244 49.5948717014391)'
158618,29559,23051,220000;220000,12;12,,50,Öldruckkabel,Schluchseewerk AG,,539.953766409863,,,,,'','SRID=4326;LINESTRING(7.95753371999108 47.5721901074331,7.95921958358891 47.5783600004331)'
158747,50132,49689,380000;380000,6;6,4;4,50;50,380kV Datteln Ost+West;380kV Datteln Ost+West,RWE,4200,4747.98631619098,,,,,'','SRID=4326;LINESTRING(7.36990076179519 51.586949006328,7.36650207574926 51.6278022699786)'
158748,70373,49689,380000;380000,6;6,4;4,50;50,380kV Datteln Ost+West;380kV Datteln Ost+West,RWE,4200,2272.60634892801,,,,,'','SRID=4326;LINESTRING(7.33690104557383 51.6311078187982,7.36650207574926 51.6278022699786)'
158919,54596,54598,220000;110000;220000;110000,9;9,1;2;1,50;50,220 kV Windesheim; 110 kV Rosengarten Ost|West;220 kV Windesheim; 110 kV Rosengarten Ost|West,RWE,2327,5338.66352900407,,,,,'','SRID=4326;LINESTRING(8.10754427251238 49.7794426042825,8.04474906971199 49.8049827033782)'
158923,53703,54586,220000;110000;220000;110000,9;9,1;2;1,50;50,220 kV Windesheim; 110 kV Rosengarten Ost|West;220 kV Windesheim; 110 kV Rosengarten Ost|West,RWE,2327,259.783961134215,,,,,'','SRID=4326;LINESTRING(8.42266509951243 49.6400981975718,8.41998192159029 49.6416710147809)'
158946,23039,29560,380000;380000,6;6,,,Energieableitungsstollen,Schluchseewerk AG,,419.769080755852,,,,,'','SRID=4326;LINESTRING(7.94281008665733 47.6530214005328,7.93693906144299 47.6491062049867)'
159421,16720,15638,220000;110000;220000;110000;220000;220000,6;3;3;3;6,2;1;2;2;2;2,50,,Tennet,2812,1266.88311388089,,,,,'','SRID=4326;LINESTRING(8.70215269346001 51.73632415843,8.7026453597337 51.7489921877656)'
160240,67204,67206,110000;110000,3,1,50;50,,MITNETZ,,8.19831186261979,,,,,'','SRID=4326;LINESTRING(12.325074254498 51.1949756780787,12.3251990304909 51.1949429144253)'
160332,42195,18057,300000;300000;300000;300000,2;2;2;2,,0;0;0;0,HGÜ BorWin2;HGÜ BorWin2;HGÜ BorWin2;HGÜ BorWin2,TenneT,,60883.4804807768,,,,,'','SRID=4326;LINESTRING(6.98646123119149 54.0178365789963,7.29690721459397 53.5330285470322)'
162757,58022,50781,220000;110000;220000;110000;220000;110000;220000;110000;220000;110000,6;6;6;6;6,,50;50;50;50;50,220 kV;110 kV;220 kV;110 kV;220 kV;110 kV;220 kV;110 kV;220 kV;110 kV,RWE,,9669.18783092534,,,,,'','SRID=4326;LINESTRING(8.83945832834745 49.7962539628203,8.89929816369462 49.7233663156588)'
163186,16577,48325,380000;220000,9,4,50,,RWE,4134,16237.1067518243,,,,,'','SRID=4326;LINESTRING(8.40373382997779 49.9644145854879,8.52590551067584 49.8557200669619)'
163652,70278,70282,380000;220000,6,2;1,,Pleinting - Plattling - Schwandorf,TenneT TSO GmbH,465;226,7719.13868712192,,,,,'','SRID=4326;LINESTRING(12.7609118759372 48.8070913818668,12.8527400433788 48.7644564387471)'
163732,22500,54266,380000;220000,6,2,,Großgartach - Obrigheim 1x 220 kV,,Anlage 323,6815.10697384282,,,,,'','SRID=4326;LINESTRING(9.1327173481005 49.2395372390583,9.09751250911394 49.2915052867572)'
163889,49525,6948,380000,6,4,50,Oberbachern - Menzing,Stadtwerke München,439;440,3463.14456565244,,,,,'','SRID=4326;LINESTRING(11.4078514997729 48.2228901916259,11.3841463068979 48.2500528127884)'
164055,19850,70180,220000,6,1,50,,TenneT,207,14958.3991591132,,,,,'','SRID=4326;LINESTRING(9.95087611728543 54.322789166251,9.72598064299442 54.2894372497235)'
164306,16660,49098,380000,3,4,,380kV Kusenhorst,RWE,4139,111.733853674849,,,,,'','SRID=4326;LINESTRING(6.93194057885279 51.5650443435446,6.93046262161502 51.5668470868676)'
164335,54582,24465,220000,6,2,50,220 kV Rheinau Ost; Windesheim,RWE,2400,171.136525330888,,,,,'','SRID=4326;LINESTRING(8.42163652851211 49.6391596720556,8.41755872154693 49.63881894682)'
164410,17351,16443,110000,6,,,,,,6559.76494849252,,,,,'','SRID=4326;LINESTRING(8.679331518398 49.9738297078222,8.59070826316469 49.9708005547431)'
164501,18857,20727,110000,6,,,,,,63.2207011427548,,,,,'','SRID=4326;LINESTRING(10.3219379944555 47.6829663453327,10.3191424115997 47.6827354102476)'
164566,20628,54691,380000;220000,12,4;2,50,380 kV Gilzem Ost; Uchtelfangen West; 220 kV Niederstedem Ost|West,Amprion,4530,6220.74587560745,,,,,'','SRID=4326;LINESTRING(6.53854452188782 49.8553421311581,6.56672452228079 49.8017566104187)'
164679,48671,17003,380000,6,3,50,'502,503 Ragow-Schönewalde-Marke-Bad Lauchstädt',50Hertz,502;503,86556.8155987631,,,,,'','SRID=4326;LINESTRING(12.1224651710457 51.5127767991308,13.1570839842208 51.8284536600726)'
164953,17338,17069,380000,6,4,50,Etzenricht - Hradec;Etzenricht - Přeštice,TenneT TSO GmbH,441;442,3933.17516821779,,,,,'','SRID=4326;LINESTRING(12.1677595765228 49.6467726970259,12.1147631443315 49.6312498646072)'
164959,48555,16431,380000,3,4,,380 kV Hessen Ost,RWE,4127,313.586071151739,,,,,'','SRID=4326;LINESTRING(8.44196522372868 50.0598143852472,8.43536481117455 50.0590049385188)'
165083,50445,18248,220000,6,2,,OBR-KR-SSI,TenneT TSO GmbH,250;251,47395.9296630568,,,,,'','SRID=4326;LINESTRING(11.3045349114734 47.6546272744112,11.3060342512438 48.0355387096995)'
165137,18475,28679,220000,6,4;2,50,,,,4293.06783787651,,,,,'','SRID=4326;LINESTRING(8.29900236498853 48.9743373438792,8.31413224634628 49.006431492075)'
165291,70218,51726,220000;110000,3;6,2;1,50,'110kV Rühle Ost,110kV Hanekenfähr-Holthausen,220kV Benteler',Amprion,,111.972591792427,,,,,'','SRID=4326;LINESTRING(7.32071021014467 52.4713640731429,7.31396545383045 52.4757946129496)'
165479,33513,50875,380000;220000;110000,12,4;2;1,50,,RWE,4307,8889.16617758134,,,,,'','SRID=4326;LINESTRING(7.41509979450641 52.0239113291696,7.48140172098526 51.9564503708777)'
165549,69644,53852,220000,3,1,,Bigge West,RWE,2319,363.173544115636,,,,,'','SRID=4326;LINESTRING(7.59764642125137 51.3474174557822,7.6025920884929 51.3453578112614)'
165571,1066,16307,380000,6,3,50,'903, 904',50Hertz Transmission,903;904,298.627778487499,,,,,'','SRID=4326;LINESTRING(13.2773172915853 52.5285741145061,13.2810385109736 52.5265496420893)'
165708,70101,54112,380000,6,4,50,'380kV Bliestal Süd, 380kV Bürstadt Ltg.',Amprion,,182.33931686173,,,,,'','SRID=4326;LINESTRING(7.23542962031987 49.3627899986493,7.22217128618576 49.362657312554)'
165750,49784,69906,380000;220000,6;3,4;1,,,RWE,4306,1661.47622307201,,,,,'','SRID=4326;LINESTRING(7.01586509635015 52.1926445887378,7.01011674843301 52.1773830265123)'
165913,18822,24896,220000,6,4;2,50,ALHIM-GKMBB;DAXLA-NEURO,EnBW,5100,10663.6354311469,,,,,'','SRID=4326;LINESTRING(8.53869200579677 49.386005340428,8.51205257180724 49.2939490591889)'
165959,7198,1359,380000;220000,12,2,50,Oberbachern - Ottenhofen;Oberbachern - Neufinsing,TenneT TSO GmbH,461;462;263;264,8330.38017476856,,,,,'','SRID=4326;LINESTRING(11.5987011869984 48.2907165723889,11.7063885283128 48.2766481758593)'
165960,48723,1359,380000;220000,12,2,50,Oberbachern - Ottenhofen;Oberbachern - Neufinsing,TenneT TSO GmbH,461;462;263;264,9123.62138850883,,,,,'','SRID=4326;LINESTRING(11.7979039487248 48.240892079336,11.7063885283128 48.2766481758593)'
165963,28657,52422,380000;220000,6,4,,Vöhringen Ost; Füssen West,RWE,,6916.03035273153,,,,,'','SRID=4326;LINESTRING(10.2589414169243 47.8859194452791,10.2101229703853 47.9369584625071)'
166015,52421,28657,220000;110000,9,2;1,,,Lechwerke,,7021.131737001,,,,,'','SRID=4326;LINESTRING(10.209393089217 47.9380868107838,10.2589414169243 47.8859194452791)'
167330,48681,71615,380000;380000,6;6,2;2,50;50,3103 Dollern-(Niedervieland/Unterweser)-Alfstedt;3103 Dollern-(Niedervieland/Unterweser)-Alfstedt,TenneT,3103,31714.7437438618,,,,,'','SRID=4326;LINESTRING(8.53894006544842 53.2281066896563,8.75287377376311 53.4703922739015)'
167453,16324,71704,110000;110000,6;6,2;1,50;50,110 kV Hülsberg Nord|Süd;110 kV Hülsberg Nord|Süd,RWE,,26.1918138790831,,,,,'','SRID=4326;LINESTRING(6.96562913861033 51.0692894233333,6.96130616915917 51.0689801816838)'
167666,51355,71856,380000;380000;220000,12;6,2,50,,RWE,4554,172.952793361817,,,,,'','SRID=4326;LINESTRING(8.03912992794677 47.5611522747714,8.04094741339283 47.5625400555048)'
169013,48768,72804,220000;110000,6,1,50,,RWE,2601,3599.15496452636,,,,,'','SRID=4326;LINESTRING(7.45678078550964 51.6598758033984,7.41473959186489 51.6437502178563)'
169072,50247,72845,380000;220000,9,,50,,,,1385.64204757763,,,,,'','SRID=4326;LINESTRING(8.26605182473221 49.0285584179412,8.2748196212451 49.0173790096076)'
169157,19815,72904,220000;110000,6,2,,Ludersheim - Schwandorf;Lauterhofen - Schwandorf,TenneT TSO GmbH;E.ON Netz GmbH,223;160,5457.62342186062,,,,,'','SRID=4326;LINESTRING(11.5991212695594 49.3943183159599,11.674237749145 49.4015331398856)'
170899,70403,74131,220000,6,1,,Raitersaich - Trennfeld,TenneT TSO GmbH,211,193.27743950756,,,,,'','SRID=4326;LINESTRING(10.3363963973198 49.4981127975,10.330146606905 49.5004778643162)'
170908,23276,74137,220000,6,1,,Raitersaich - Trennfeld,TenneT TSO GmbH,211,34767.1703483215,,,,,'','SRID=4326;LINESTRING(10.1851125391015 49.5263633008351,9.84412942252578 49.7176754985117)'
171047,49268,74235,380000,6,3,,Aschaffenburg - Großkrotzenburg;Großkrotzenburg - Grafenrheinfeld,TenneT TSO GmbH,412;417,3487.11726081489,,,,,'','SRID=4326;LINESTRING(9.09449425959082 50.1187688690083,9.08281174375633 50.088797362496)'
171074,9029,74255,220000,6,2,,Pirach - St. Peter;Pirach - Pleinting,,256;257,11461.570835968,,,,,'','SRID=4326;LINESTRING(12.7593591192193 48.1985915903112,12.8269678204713 48.2817671841207)'
171075,52441,74255,220000,6,2,,Pirach - St. Peter;Pirach - Pleinting,,256;257,6343.08535963487,,,,,'','SRID=4326;LINESTRING(12.8651390676909 48.3295814903064,12.8269678204713 48.2817671841207)'
171170,49636,74320,220000;110000,9,2;1,,,Lechwerke,,6619.99569801669,,,,,'','SRID=4326;LINESTRING(10.2797528253619 47.8049303857551,10.2663750074574 47.8636699895184)'
173424,24651,52159,110000;220000,3;6,,50;50,,Westnetz,,34.738987930577,,,,,'','SRID=4326;LINESTRING(6.47187427883966 49.9239319996557,6.47146700309145 49.9241005513334)'
173743,49077,49078,220000;220000,3;6,2;2,,220kV Osterfeld West;220kV Emscher Nord+Süd,RWE,2412,283.054545864098,,,,,'','SRID=4326;LINESTRING(6.89899772633471 51.4958861182757,6.90273860080303 51.4968962213114)'
173806,49507,69721,220000;220000;110000;220000;220000,3;6;3;6,2;1;2;2,50;50,Oberbrunn - Oberbachern,TenneT TSO GmbH,263,97.112695380754,,,,,'','SRID=4326;LINESTRING(11.3747911159704 48.2935162150879,11.3744757610304 48.2926686004429)'
174181,63228,70064,110000;110000,6;6,1;1,,Coburg - Redwitz;Ebersdorf - Redwitz,,158,186.73069819951,,,,,'','SRID=4326;LINESTRING(11.1879156561394 50.1653541591727,11.1903453267298 50.1647357669308)'
174401,20808,54985,110000;110000;110000;110000,12;3;3;12,,50;50;50;50,,,0250,1110.67284502318,,,,,'','SRID=4326;LINESTRING(7.23321703731888 51.2324679262529,7.24300106166781 51.2274309825729)'
174419,48533,16322,380000;110000;380000;380000;380000;110000;110000;110000,6;6;6;6;12;3;6,4;2;4;4;4;2;2;2,50;50;50;50;50;50,Hamburg/Ost - Hamburg/Nord;Hamburg/Ost - Hamburg/Nord;Hamburg/Ost - Hamburg/Nord,50Hertz,NB1;NB2;961;962,30202.804817628,,,,,'','SRID=4326;LINESTRING(10.1676086724284 53.558734908851,9.98468123390478 53.7412415213185)'
174643,23991,54315,380000;380000,3;6,,,,,,262.557525078849,,,,,'','SRID=4326;LINESTRING(9.09181854448578 49.294726208078,9.09625594569451 49.2923272848766)'
174779,50037,52984,220000;220000,3;6,2,,Tiengen - Stockach,RWE,4510,340.209297039582,,,,,'','SRID=4326;LINESTRING(8.9849243189355 47.8379224656645,8.98288101099024 47.8375893804983)'
174787,16498,70107,380000;380000;380000,3;6;3,4;4;4,50;50;50,Stadorf 2;Leitung 3007;Stadorf 1,TenneT,2,85430.8537868392,,,,,'','SRID=4326;LINESTRING(10.3662388404256 52.284697854328,10.383048886935 52.9939634078838)'
174921,48985,16799,380000;380000;110000;110000,6;12;6,4;4;2;2,50;50;50,380 kV Paffendorf Süd; Selfkant weiß;380 kV Paffendorf Süd; Selfkant weiß; 110 kV Auenheim Nord; Glesch Nord;110 kV Auenheim Nord; Glesch Nord,RWE,4179,2292.99441076724,,,,,'','SRID=4326;LINESTRING(6.62173582314428 50.9635756824282,6.59601482855703 50.9525301303139)'
174985,16897,70241,380000;220000;110000;380000;110000;380000;220000,12;6;6,4;2;4;2;4,50;50;50,380 Neurath 2b; 110 kV Hackenbroich West;380 kV St. Peter Süd; 220kV Frimmersdorf 5e,RWE,4580,7202.27159362223,,,,,'','SRID=4326;LINESTRING(6.7097495177313 51.0909359112192,6.80133715005736 51.123842007134)'
175041,52443,52446,220000;220000;220000,3;6;3,1;1;1,,St. Peter - Simbach;Altheim - Simbach,,234,2835.1699423391,,,,,'','SRID=4326;LINESTRING(12.998196898754 48.2953360098726,13.0008189014053 48.2716668034381)'
175130,18132,48384,220000;220000;110000;220000;110000;220000,6;12;6;6,2;2;1;1;2,50;50;50;50;50,,RWE,2312,6949.2811962088,,,,,'','SRID=4326;LINESTRING(8.104895072518 52.2642974433952,8.01957037027646 52.2525948060627)'
175140,48422,70026,380000;380000;380000,3;6;3,4;4;4,50;50;50,380 kV Siegtal Nord|Süd;380 kV Siegtal Nord|Süd;380 kV Siegtal Nord|Süd,RWE,4511,295.832703201883,,,,,'','SRID=4326;LINESTRING(6.98049006928222 50.7952649799725,6.97272318317932 50.7957293598528)'
175142,17243,66827,380000;380000;380000;380000;380000,3;6;3;3;3,2;2;2;2;2,50;50;50;50;50,309 AKW Brunsbüttel - UW Wilster;309 AKW Brunsbüttel - UW Wilster;309 AKW Brunsbüttel - UW Wilster;309 AKW Brunsbüttel - UW Wilster;309 AKW Brunsbüttel - UW Wilster,TenneT,309,2592.76646915367,,,,,'','SRID=4326;LINESTRING(9.20228236754593 53.8955293658956,9.24465322888616 53.8969921668424)'
175251,51863,23977,380000;220000;380000;220000,3;3,4;2;4;2,,GOHFE-GROGH,EnBW,,791.382891393604,,,,,'','SRID=4326;LINESTRING(9.7078201876333 49.2309035964046,9.69459403695515 49.2324915048506)'
175290,20701,49257,380000;110000;110000,18;6,4;2;1;1,50;50,380 kV Weissweiler Nord|Süd; 110 kV Mariaweiler Ost|West,RWE,,2643.64303296419,,,,,'','SRID=4326;LINESTRING(6.45561428583523 50.8424963908051,6.43151360914472 50.8322745072775)'
175400,54261,70400,0;380000;380000,3;6;6,4;4,50;50,'574 Remptendorf - Röhrsdorf, 573 Remptendorf - Weida;574 Remptendorf - Röhrsdorf, 573 Remptendorf - Weida',50Hertz Transmission GmbH,573;574,43217.7048847537,,,,,'','SRID=4326;LINESTRING(12.0441118661766 50.7959402823627,11.6464021773537 50.5348701983227)'
175462,52041,16815,380000;220000;110000;380000;220000;110000;380000;220000,12;6;18;12,4;2;1;4;2;4;2,50;50;50;50,380 kV Oerkhaus Ost; St. Peter Nord; 220 kV Itterbach Ost|West;380 kV Oerkhaus Ost; St. Peter Nord; 220 kV Itterbach Ost|West,RWE,4143,1121.09969861725,,,,,'','SRID=4326;LINESTRING(6.9713996575961 51.1715365655757,6.95920503241756 51.1649318918557)'
175467,49399,16370,110000;110000;110000;220000;110000,3;6;3;12,1;1;1;2;1,50;50;50;50,Bocholt West+?;Bocholt West,RWE,2444,8137.50323114191,,,,,'','SRID=4326;LINESTRING(6.32189399165419 51.7172593050389,6.22182701174799 51.69464403515)'
175505,16509,49445,380000;380000;380000,3;3;6,4;4;4,50;50;50,Leitung 3026;Leitung 3026;Leitung 3026,TenneT,3,2975.91528825477,,,,,'','SRID=4326;LINESTRING(10.2358928783581 52.2934714858974,10.1927379645233 52.302459989368)'
